Description,Price,Rating,ReviewCount,url
"Redmi Note 9 (Aqua Green, 4GB RAM, 64GB Storage) - 48MP Quad Camera & Full HD+ Display - 3 Months No Cost EMI on BFL","₹10,999",4.2 out of 5 stars,"15,855",https://www.amazon.in//Redmi-Note-Aqua-Green-Storage/dp/B08695YMYC/ref=sr_1_16?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278427&sprefix=and%2Caps%2C524&sr=8-16
"Vivo Y12 (Aqua Blue, 3GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","₹10,990",4.2 out of 5 stars,"2,380",https://www.amazon.in//Vivo-Storage-Additional-Exchange-Offers/dp/B07PSHDTHB/ref=sr_1_17?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278427&sprefix=and%2Caps%2C524&sr=8-17
"Samsung Galaxy M01 Core (Blue, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","₹5,999",3.3 out of 5 stars,"4,523",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B089MV96RW/ref=sr_1_1?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278429&sprefix=and%2Caps%2C524&sr=8-1
"Samsung Galaxy M01 Core (Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","₹5,999",3.3 out of 5 stars,"4,523",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B089MQ622N/ref=sr_1_2?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278429&sprefix=and%2Caps%2C524&sr=8-2
"Redmi 8A Dual (Sea Blue, 3GB RAM, 32GB Storage) – Dual Cameras & 5,000 mAH Battery","₹7,999",4.0 out of 5 stars,"27,952",https://www.amazon.in//Redmi-8A-Dual-Blue-Storage/dp/B07WPVLKPW/ref=sr_1_3?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278429&sprefix=and%2Caps%2C524&sr=8-3
"Samsung Galaxy M01 Core (Black, 1GB RAM, 16GB Storage) with No Cost EMI/Additional Exchange Offers","₹5,000",3.3 out of 5 stars,"4,523",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B089MTL51J/ref=sr_1_4?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278429&sprefix=and%2Caps%2C524&sr=8-4
"Samsung Galaxy M01 Core (Blue, 1GB RAM, 16GB Storage) with No Cost EMI/Additional Exchange Offers","₹5,000",3.3 out of 5 stars,"4,523",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B089MS3GLM/ref=sr_1_5?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278429&sprefix=and%2Caps%2C524&sr=8-5
"Samsung Galaxy M01 (Black, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","₹7,499",3.9 out of 5 stars,"5,751",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B086KCCMCP/ref=sr_1_6?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278429&sprefix=and%2Caps%2C524&sr=8-6
"Redmi 8A Dual (Sky White, 2GB RAM, 32GB Storage) – Dual Cameras & 5,000 mAH Battery","₹6,999",4.0 out of 5 stars,"27,952",https://www.amazon.in//Redmi-8A-Dual-White-Storage/dp/B07X1KSWZ3/ref=sr_1_7?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278429&sprefix=and%2Caps%2C524&sr=8-7
"Samsung Galaxy M01 (Blue, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","₹7,499",3.9 out of 5 stars,"5,751",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B086KCDGTQ/ref=sr_1_8?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278429&sprefix=and%2Caps%2C524&sr=8-8
"Nokia 5.3 Android One Smartphone with Quad Camera, 6 GB RAM and 64 GB Storage - Charcoal","₹13,999",3.7 out of 5 stars,"1,302",https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A00360112Y0HYRWE6S0AW&url=%2FNokia-5-3-Android-Smartphone-64%2Fdp%2FB08GT28WQQ%2Fref%3Dsr_1_9_sspa%3Fcrid%3D1GNY6Q6AHOOKS%26dchild%3D1%26keywords%3Dandroid%2Bphone%26qid%3D1605278429%26sprefix%3Dand%252Caps%252C524%26sr%3D8-9-spons%26psc%3D1&qualifier=1605278429&id=3726297309153991&widgetName=sp_mtf
"Samsung Galaxy M01 Core (Red, 1GB RAM, 16GB Storage) with No Cost EMI/Additional Exchange Offers","₹4,999",3.3 out of 5 stars,"4,523",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B089MSCW8V/ref=sr_1_10?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278429&sprefix=and%2Caps%2C524&sr=8-10
"Nokia 5.3 Android One Smartphone with Quad Camera, 6 GB RAM and 64 GB Storage - Charcoal","₹13,999",3.7 out of 5 stars,"1,302",https://www.amazon.in//Nokia-5-3-Android-Smartphone-64/dp/B08GT28WQQ/ref=sr_1_11?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278429&sprefix=and%2Caps%2C524&sr=8-11
"Redmi 8A Dual (Midnight Grey, 2GB RAM, 32GB Storage) – Dual Cameras & 5,000 mAH Battery","₹6,999",4.0 out of 5 stars,"27,952",https://www.amazon.in//Redmi-8A-Dual-Midnight-Storage/dp/B07X1KSLC3/ref=sr_1_12?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278429&sprefix=and%2Caps%2C524&sr=8-12
"Panasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)","₹5,000",2.9 out of 5 stars,393,https://www.amazon.in//Panasonic-Storage-Finger-4000mAh-Battery/dp/B08BV2T63X/ref=sr_1_13?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278429&sprefix=and%2Caps%2C524&sr=8-13
"Samsung Galaxy M51 (Electric Blue, 8GB RAM, 128GB Storage) - Get Rs 3,000 Instant discount on SBI Credit Cards. Limited Period Offer","₹24,999",4.3 out of 5 stars,"13,860",https://www.amazon.in//Samsung-Galaxy-Electric-Blue-128GB-Storage/dp/B085J1868F/ref=sr_1_14?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278429&sprefix=and%2Caps%2C524&sr=8-14
"Tecno Spark 6 Air (Comet Black, 3GB RAM, 64GB Storage)","₹8,699",3.9 out of 5 stars,"1,351",https://www.amazon.in//Tecno-Spark-Comet-Black-Storage/dp/B08HX4RKR1/ref=sr_1_15?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278429&sprefix=and%2Caps%2C524&sr=8-15
"Redmi Note 9 (Aqua Green, 4GB RAM, 64GB Storage) - 48MP Quad Camera & Full HD+ Display - 3 Months No Cost EMI on BFL","₹10,999",4.2 out of 5 stars,"15,855",https://www.amazon.in//Redmi-Note-Aqua-Green-Storage/dp/B08695YMYC/ref=sr_1_16?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278429&sprefix=and%2Caps%2C524&sr=8-16
"Vivo Y12 (Aqua Blue, 3GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","₹10,990",4.2 out of 5 stars,"2,380",https://www.amazon.in//Vivo-Storage-Additional-Exchange-Offers/dp/B07PSHDTHB/ref=sr_1_17?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278429&sprefix=and%2Caps%2C524&sr=8-17
"Samsung Galaxy M01 Core (Blue, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","₹5,999",3.3 out of 5 stars,"4,523",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B089MV96RW/ref=sr_1_1?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278431&sprefix=and%2Caps%2C524&sr=8-1
"Samsung Galaxy M01 Core (Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","₹5,999",3.3 out of 5 stars,"4,523",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B089MQ622N/ref=sr_1_2?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278431&sprefix=and%2Caps%2C524&sr=8-2
"Redmi 8A Dual (Sea Blue, 3GB RAM, 32GB Storage) – Dual Cameras & 5,000 mAH Battery","₹7,999",4.0 out of 5 stars,"27,952",https://www.amazon.in//Redmi-8A-Dual-Blue-Storage/dp/B07WPVLKPW/ref=sr_1_3?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278431&sprefix=and%2Caps%2C524&sr=8-3
"Samsung Galaxy M01 Core (Black, 1GB RAM, 16GB Storage) with No Cost EMI/Additional Exchange Offers","₹5,000",3.3 out of 5 stars,"4,523",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B089MTL51J/ref=sr_1_4?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278431&sprefix=and%2Caps%2C524&sr=8-4
"Samsung Galaxy M01 Core (Blue, 1GB RAM, 16GB Storage) with No Cost EMI/Additional Exchange Offers","₹5,000",3.3 out of 5 stars,"4,523",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B089MS3GLM/ref=sr_1_5?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278431&sprefix=and%2Caps%2C524&sr=8-5
"Samsung Galaxy M01 (Black, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","₹7,499",3.9 out of 5 stars,"5,751",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B086KCCMCP/ref=sr_1_6?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278431&sprefix=and%2Caps%2C524&sr=8-6
"Redmi 8A Dual (Sky White, 2GB RAM, 32GB Storage) – Dual Cameras & 5,000 mAH Battery","₹6,999",4.0 out of 5 stars,"27,952",https://www.amazon.in//Redmi-8A-Dual-White-Storage/dp/B07X1KSWZ3/ref=sr_1_7?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278431&sprefix=and%2Caps%2C524&sr=8-7
"Samsung Galaxy M01 (Blue, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","₹7,499",3.9 out of 5 stars,"5,751",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B086KCDGTQ/ref=sr_1_8?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278431&sprefix=and%2Caps%2C524&sr=8-8
"Nokia 5.3 Android One Smartphone with Quad Camera, 6 GB RAM and 64 GB Storage - Charcoal","₹13,999",3.7 out of 5 stars,"1,302",https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A00360112Y0HYRWE6S0AW&url=%2FNokia-5-3-Android-Smartphone-64%2Fdp%2FB08GT28WQQ%2Fref%3Dsr_1_9_sspa%3Fcrid%3D1GNY6Q6AHOOKS%26dchild%3D1%26keywords%3Dandroid%2Bphone%26qid%3D1605278431%26sprefix%3Dand%252Caps%252C524%26sr%3D8-9-spons%26psc%3D1&qualifier=1605278431&id=3964546133050047&widgetName=sp_mtf
"Samsung Galaxy M01 Core (Red, 1GB RAM, 16GB Storage) with No Cost EMI/Additional Exchange Offers","₹4,999",3.3 out of 5 stars,"4,523",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B089MSCW8V/ref=sr_1_10?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278431&sprefix=and%2Caps%2C524&sr=8-10
"Nokia 5.3 Android One Smartphone with Quad Camera, 6 GB RAM and 64 GB Storage - Charcoal","₹13,999",3.7 out of 5 stars,"1,302",https://www.amazon.in//Nokia-5-3-Android-Smartphone-64/dp/B08GT28WQQ/ref=sr_1_11?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278431&sprefix=and%2Caps%2C524&sr=8-11
"Redmi 8A Dual (Midnight Grey, 2GB RAM, 32GB Storage) – Dual Cameras & 5,000 mAH Battery","₹6,999",4.0 out of 5 stars,"27,952",https://www.amazon.in//Redmi-8A-Dual-Midnight-Storage/dp/B07X1KSLC3/ref=sr_1_12?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278431&sprefix=and%2Caps%2C524&sr=8-12
"Panasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)","₹5,000",2.9 out of 5 stars,393,https://www.amazon.in//Panasonic-Storage-Finger-4000mAh-Battery/dp/B08BV2T63X/ref=sr_1_13?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278431&sprefix=and%2Caps%2C524&sr=8-13
"Samsung Galaxy M51 (Electric Blue, 8GB RAM, 128GB Storage) - Get Rs 3,000 Instant discount on SBI Credit Cards. Limited Period Offer","₹24,999",4.3 out of 5 stars,"13,860",https://www.amazon.in//Samsung-Galaxy-Electric-Blue-128GB-Storage/dp/B085J1868F/ref=sr_1_14?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278431&sprefix=and%2Caps%2C524&sr=8-14
"Tecno Spark 6 Air (Comet Black, 3GB RAM, 64GB Storage)","₹8,699",3.9 out of 5 stars,"1,351",https://www.amazon.in//Tecno-Spark-Comet-Black-Storage/dp/B08HX4RKR1/ref=sr_1_15?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278431&sprefix=and%2Caps%2C524&sr=8-15
"Redmi Note 9 (Aqua Green, 4GB RAM, 64GB Storage) - 48MP Quad Camera & Full HD+ Display - 3 Months No Cost EMI on BFL","₹10,999",4.2 out of 5 stars,"15,855",https://www.amazon.in//Redmi-Note-Aqua-Green-Storage/dp/B08695YMYC/ref=sr_1_16?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278431&sprefix=and%2Caps%2C524&sr=8-16
"Vivo Y12 (Aqua Blue, 3GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","₹10,990",4.2 out of 5 stars,"2,380",https://www.amazon.in//Vivo-Storage-Additional-Exchange-Offers/dp/B07PSHDTHB/ref=sr_1_17?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278431&sprefix=and%2Caps%2C524&sr=8-17
"Samsung Galaxy M01 Core (Blue, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","₹5,999",3.3 out of 5 stars,"4,523",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B089MV96RW/ref=sr_1_1?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278433&sprefix=and%2Caps%2C524&sr=8-1
"Samsung Galaxy M01 Core (Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","₹5,999",3.3 out of 5 stars,"4,523",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B089MQ622N/ref=sr_1_2?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278433&sprefix=and%2Caps%2C524&sr=8-2
"Redmi 8A Dual (Sea Blue, 3GB RAM, 32GB Storage) – Dual Cameras & 5,000 mAH Battery","₹7,999",4.0 out of 5 stars,"27,952",https://www.amazon.in//Redmi-8A-Dual-Blue-Storage/dp/B07WPVLKPW/ref=sr_1_3?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278433&sprefix=and%2Caps%2C524&sr=8-3
"Samsung Galaxy M01 Core (Black, 1GB RAM, 16GB Storage) with No Cost EMI/Additional Exchange Offers","₹5,000",3.3 out of 5 stars,"4,523",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B089MTL51J/ref=sr_1_4?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278433&sprefix=and%2Caps%2C524&sr=8-4
"Samsung Galaxy M01 Core (Blue, 1GB RAM, 16GB Storage) with No Cost EMI/Additional Exchange Offers","₹5,000",3.3 out of 5 stars,"4,523",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B089MS3GLM/ref=sr_1_5?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278433&sprefix=and%2Caps%2C524&sr=8-5
"Samsung Galaxy M01 (Black, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","₹7,499",3.9 out of 5 stars,"5,751",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B086KCCMCP/ref=sr_1_6?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278433&sprefix=and%2Caps%2C524&sr=8-6
"Redmi 8A Dual (Sky White, 2GB RAM, 32GB Storage) – Dual Cameras & 5,000 mAH Battery","₹6,999",4.0 out of 5 stars,"27,952",https://www.amazon.in//Redmi-8A-Dual-White-Storage/dp/B07X1KSWZ3/ref=sr_1_7?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278433&sprefix=and%2Caps%2C524&sr=8-7
"Samsung Galaxy M01 (Blue, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","₹7,499",3.9 out of 5 stars,"5,751",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B086KCDGTQ/ref=sr_1_8?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278433&sprefix=and%2Caps%2C524&sr=8-8
"Nokia 5.3 Android One Smartphone with Quad Camera, 6 GB RAM and 64 GB Storage - Charcoal","₹13,999",3.7 out of 5 stars,"1,302",https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A00360112Y0HYRWE6S0AW&url=%2FNokia-5-3-Android-Smartphone-64%2Fdp%2FB08GT28WQQ%2Fref%3Dsr_1_9_sspa%3Fcrid%3D1GNY6Q6AHOOKS%26dchild%3D1%26keywords%3Dandroid%2Bphone%26qid%3D1605278433%26sprefix%3Dand%252Caps%252C524%26sr%3D8-9-spons%26psc%3D1&qualifier=1605278433&id=8173475050471480&widgetName=sp_mtf
"Samsung Galaxy M01 Core (Red, 1GB RAM, 16GB Storage) with No Cost EMI/Additional Exchange Offers","₹4,999",3.3 out of 5 stars,"4,523",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B089MSCW8V/ref=sr_1_10?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278433&sprefix=and%2Caps%2C524&sr=8-10
"Nokia 5.3 Android One Smartphone with Quad Camera, 6 GB RAM and 64 GB Storage - Charcoal","₹13,999",3.7 out of 5 stars,"1,302",https://www.amazon.in//Nokia-5-3-Android-Smartphone-64/dp/B08GT28WQQ/ref=sr_1_11?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278433&sprefix=and%2Caps%2C524&sr=8-11
"Redmi 8A Dual (Midnight Grey, 2GB RAM, 32GB Storage) – Dual Cameras & 5,000 mAH Battery","₹6,999",4.0 out of 5 stars,"27,952",https://www.amazon.in//Redmi-8A-Dual-Midnight-Storage/dp/B07X1KSLC3/ref=sr_1_12?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278433&sprefix=and%2Caps%2C524&sr=8-12
"Panasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)","₹5,000",2.9 out of 5 stars,393,https://www.amazon.in//Panasonic-Storage-Finger-4000mAh-Battery/dp/B08BV2T63X/ref=sr_1_13?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278433&sprefix=and%2Caps%2C524&sr=8-13
"Samsung Galaxy M51 (Electric Blue, 8GB RAM, 128GB Storage) - Get Rs 3,000 Instant discount on SBI Credit Cards. Limited Period Offer","₹24,999",4.3 out of 5 stars,"13,860",https://www.amazon.in//Samsung-Galaxy-Electric-Blue-128GB-Storage/dp/B085J1868F/ref=sr_1_14?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278433&sprefix=and%2Caps%2C524&sr=8-14
"Tecno Spark 6 Air (Comet Black, 3GB RAM, 64GB Storage)","₹8,699",3.9 out of 5 stars,"1,351",https://www.amazon.in//Tecno-Spark-Comet-Black-Storage/dp/B08HX4RKR1/ref=sr_1_15?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278433&sprefix=and%2Caps%2C524&sr=8-15
"Redmi Note 9 (Aqua Green, 4GB RAM, 64GB Storage) - 48MP Quad Camera & Full HD+ Display - 3 Months No Cost EMI on BFL","₹10,999",4.2 out of 5 stars,"15,855",https://www.amazon.in//Redmi-Note-Aqua-Green-Storage/dp/B08695YMYC/ref=sr_1_16?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278433&sprefix=and%2Caps%2C524&sr=8-16
"Vivo Y12 (Aqua Blue, 3GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","₹10,990",4.2 out of 5 stars,"2,380",https://www.amazon.in//Vivo-Storage-Additional-Exchange-Offers/dp/B07PSHDTHB/ref=sr_1_17?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278433&sprefix=and%2Caps%2C524&sr=8-17
"Samsung Galaxy M01 Core (Blue, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","₹5,999",3.3 out of 5 stars,"4,523",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B089MV96RW/ref=sr_1_1?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278435&sprefix=and%2Caps%2C524&sr=8-1
"Samsung Galaxy M01 Core (Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","₹5,999",3.3 out of 5 stars,"4,523",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B089MQ622N/ref=sr_1_2?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278435&sprefix=and%2Caps%2C524&sr=8-2
"Redmi 8A Dual (Sea Blue, 3GB RAM, 32GB Storage) – Dual Cameras & 5,000 mAH Battery","₹7,999",4.0 out of 5 stars,"27,952",https://www.amazon.in//Redmi-8A-Dual-Blue-Storage/dp/B07WPVLKPW/ref=sr_1_3?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278435&sprefix=and%2Caps%2C524&sr=8-3
"Samsung Galaxy M01 Core (Black, 1GB RAM, 16GB Storage) with No Cost EMI/Additional Exchange Offers","₹5,000",3.3 out of 5 stars,"4,523",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B089MTL51J/ref=sr_1_4?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278435&sprefix=and%2Caps%2C524&sr=8-4
"Samsung Galaxy M01 Core (Blue, 1GB RAM, 16GB Storage) with No Cost EMI/Additional Exchange Offers","₹5,000",3.3 out of 5 stars,"4,523",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B089MS3GLM/ref=sr_1_5?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278435&sprefix=and%2Caps%2C524&sr=8-5
"Samsung Galaxy M01 (Black, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","₹7,499",3.9 out of 5 stars,"5,751",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B086KCCMCP/ref=sr_1_6?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278435&sprefix=and%2Caps%2C524&sr=8-6
"Redmi 8A Dual (Sky White, 2GB RAM, 32GB Storage) – Dual Cameras & 5,000 mAH Battery","₹6,999",4.0 out of 5 stars,"27,952",https://www.amazon.in//Redmi-8A-Dual-White-Storage/dp/B07X1KSWZ3/ref=sr_1_7?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278435&sprefix=and%2Caps%2C524&sr=8-7
"Samsung Galaxy M01 (Blue, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","₹7,499",3.9 out of 5 stars,"5,751",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B086KCDGTQ/ref=sr_1_8?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278435&sprefix=and%2Caps%2C524&sr=8-8
"Nokia 5.3 Android One Smartphone with Quad Camera, 6 GB RAM and 64 GB Storage - Charcoal","₹13,999",3.7 out of 5 stars,"1,302",https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A00360112Y0HYRWE6S0AW&url=%2FNokia-5-3-Android-Smartphone-64%2Fdp%2FB08GT28WQQ%2Fref%3Dsr_1_9_sspa%3Fcrid%3D1GNY6Q6AHOOKS%26dchild%3D1%26keywords%3Dandroid%2Bphone%26qid%3D1605278435%26sprefix%3Dand%252Caps%252C524%26sr%3D8-9-spons%26psc%3D1&qualifier=1605278435&id=1991599872018731&widgetName=sp_mtf
"Samsung Galaxy M01 Core (Red, 1GB RAM, 16GB Storage) with No Cost EMI/Additional Exchange Offers","₹4,999",3.3 out of 5 stars,"4,523",https://www.amazon.in//Samsung-Galaxy-Storage-Additional-Exchange/dp/B089MSCW8V/ref=sr_1_10?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278435&sprefix=and%2Caps%2C524&sr=8-10
"Nokia 5.3 Android One Smartphone with Quad Camera, 6 GB RAM and 64 GB Storage - Charcoal","₹13,999",3.7 out of 5 stars,"1,302",https://www.amazon.in//Nokia-5-3-Android-Smartphone-64/dp/B08GT28WQQ/ref=sr_1_11?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278435&sprefix=and%2Caps%2C524&sr=8-11
"Redmi 8A Dual (Midnight Grey, 2GB RAM, 32GB Storage) – Dual Cameras & 5,000 mAH Battery","₹6,999",4.0 out of 5 stars,"27,952",https://www.amazon.in//Redmi-8A-Dual-Midnight-Storage/dp/B07X1KSLC3/ref=sr_1_12?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278435&sprefix=and%2Caps%2C524&sr=8-12
"Panasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)","₹5,000",2.9 out of 5 stars,393,https://www.amazon.in//Panasonic-Storage-Finger-4000mAh-Battery/dp/B08BV2T63X/ref=sr_1_13?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278435&sprefix=and%2Caps%2C524&sr=8-13
"Samsung Galaxy M51 (Electric Blue, 8GB RAM, 128GB Storage) - Get Rs 3,000 Instant discount on SBI Credit Cards. Limited Period Offer","₹24,999",4.3 out of 5 stars,"13,860",https://www.amazon.in//Samsung-Galaxy-Electric-Blue-128GB-Storage/dp/B085J1868F/ref=sr_1_14?crid=1GNY6Q6AHOOKS&dchild=1&keywords=android+phone&qid=1605278435&sprefix=and%2Caps%2C524&sr=8-14
